,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_rental,rasio_casual_registered
14251,14252,2012-08-22,fall,2012,8,0,0,3,1,1,0.62,0.5758,0.83,0.1045,9,46,55,0.1956521739130435
14252,14253,2012-08-22,fall,2012,8,1,0,3,1,1,0.62,0.5909,0.78,0.0,1,20,21,0.05
14253,14254,2012-08-22,fall,2012,8,2,0,3,1,1,0.62,0.5909,0.78,0.0,7,10,17,0.7
14254,14255,2012-08-22,fall,2012,8,3,0,3,1,1,0.62,0.5909,0.78,0.0,0,7,7,0.0
14255,14256,2012-08-22,fall,2012,8,4,0,3,1,1,0.58,0.5455,0.83,0.1045,1,7,8,0.14285714285714285
14256,14257,2012-08-22,fall,2012,8,5,0,3,1,1,0.6,0.5758,0.78,0.0,2,38,40,0.05263157894736842
14257,14258,2012-08-22,fall,2012,8,6,0,3,1,1,0.62,0.5909,0.73,0.0,12,175,187,0.06857142857142857
14258,14259,2012-08-22,fall,2012,8,7,0,3,1,1,0.62,0.5909,0.78,0.0,16,537,553,0.0297951582867784
14259,14260,2012-08-22,fall,2012,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,37,703,740,0.05263157894736842
14260,14261,2012-08-22,fall,2012,8,9,0,3,1,1,0.68,0.6364,0.65,0.0,41,335,376,0.12238805970149254
14261,14262,2012-08-22,fall,2012,8,10,0,3,1,1,0.7,0.6515,0.61,0.0896,66,159,225,0.41509433962264153
14262,14263,2012-08-22,fall,2012,8,11,0,3,1,1,0.72,0.6667,0.58,0.0896,71,196,267,0.3622448979591837
14263,14264,2012-08-22,fall,2012,8,12,0,3,1,1,0.74,0.6667,0.51,0.0,59,253,312,0.233201581027668
14264,14265,2012-08-22,fall,2012,8,13,0,3,1,1,0.76,0.6818,0.48,0.1045,74,242,316,0.30578512396694213
14265,14266,2012-08-22,fall,2012,8,14,0,3,1,1,0.76,0.6818,0.45,0.1045,82,184,266,0.44565217391304346
14266,14267,2012-08-22,fall,2012,8,15,0,3,1,1,0.76,0.6818,0.48,0.1343,94,222,316,0.42342342342342343
14267,14268,2012-08-22,fall,2012,8,16,0,3,1,3,0.74,0.6818,0.55,0.2239,102,358,460,0.2849162011173184
14268,14269,2012-08-22,fall,2012,8,17,0,3,1,3,0.74,0.6818,0.55,0.2239,72,711,783,0.10126582278481013
14269,14270,2012-08-22,fall,2012,8,18,0,3,1,3,0.66,0.6212,0.61,0.2239,91,592,683,0.15371621621621623
14270,14271,2012-08-22,fall,2012,8,19,0,3,1,2,0.66,0.6212,0.74,0.0,56,524,580,0.10687022900763359
14271,14272,2012-08-22,fall,2012,8,20,0,3,1,1,0.64,0.6061,0.73,0.194,59,332,391,0.17771084337349397
14272,14273,2012-08-22,fall,2012,8,21,0,3,1,1,0.64,0.6061,0.73,0.0,60,291,351,0.20618556701030927
14273,14274,2012-08-22,fall,2012,8,22,0,3,1,1,0.64,0.6061,0.73,0.0,55,226,281,0.24336283185840707
14274,14275,2012-08-22,fall,2012,8,23,0,3,1,1,0.64,0.5758,0.83,0.0,27,113,140,0.23893805309734514
14275,14276,2012-08-23,fall,2012,8,0,0,4,1,1,0.64,0.5909,0.78,0.0,9,51,60,0.17647058823529413
14276,14277,2012-08-23,fall,2012,8,1,0,4,1,1,0.62,0.5758,0.83,0.0,10,15,25,0.6666666666666666
14277,14278,2012-08-23,fall,2012,8,2,0,4,1,1,0.62,0.5758,0.83,0.0,9,11,20,0.8181818181818182
14278,14279,2012-08-23,fall,2012,8,3,0,4,1,1,0.62,0.5758,0.83,0.0896,3,6,9,0.5
14279,14280,2012-08-23,fall,2012,8,4,0,4,1,1,0.62,0.5758,0.83,0.0,0,6,6,0.0
14280,14281,2012-08-23,fall,2012,8,5,0,4,1,1,0.62,0.5758,0.83,0.0,1,36,37,0.027777777777777776
14281,14282,2012-08-23,fall,2012,8,6,0,4,1,2,0.6,0.5455,0.88,0.0896,14,178,192,0.07865168539325842
14282,14283,2012-08-23,fall,2012,8,7,0,4,1,2,0.62,0.5758,0.83,0.0896,18,463,481,0.038876889848812095
14283,14284,2012-08-23,fall,2012,8,8,0,4,1,2,0.66,0.6212,0.74,0.0896,45,662,707,0.06797583081570997
14284,14285,2012-08-23,fall,2012,8,9,0,4,1,2,0.7,0.6515,0.7,0.0,58,354,412,0.1638418079096045
14285,14286,2012-08-23,fall,2012,8,10,0,4,1,1,0.74,0.6818,0.58,0.0896,76,157,233,0.4840764331210191
14286,14287,2012-08-23,fall,2012,8,11,0,4,1,1,0.76,0.6818,0.48,0.0896,86,192,278,0.4479166666666667
14287,14288,2012-08-23,fall,2012,8,12,0,4,1,1,0.78,0.6818,0.38,0.0,97,235,332,0.4127659574468085
14288,14289,2012-08-23,fall,2012,8,13,0,4,1,1,0.82,0.7273,0.38,0.0896,93,253,346,0.3675889328063241
14289,14290,2012-08-23,fall,2012,8,14,0,4,1,1,0.78,0.697,0.46,0.2239,114,191,305,0.5968586387434555
14290,14291,2012-08-23,fall,2012,8,15,0,4,1,1,0.78,0.697,0.46,0.1343,104,201,305,0.5174129353233831
14291,14292,2012-08-23,fall,2012,8,16,0,4,1,1,0.76,0.6818,0.48,0.1642,121,344,465,0.35174418604651164
14292,14293,2012-08-23,fall,2012,8,17,0,4,1,1,0.76,0.6818,0.45,0.2239,111,709,820,0.15655853314527504
14293,14294,2012-08-23,fall,2012,8,18,0,4,1,1,0.74,0.6667,0.48,0.2239,130,811,941,0.16029593094944514
14294,14295,2012-08-23,fall,2012,8,19,0,4,1,1,0.72,0.6667,0.51,0.0896,96,537,633,0.1787709497206704
14295,14296,2012-08-23,fall,2012,8,20,0,4,1,1,0.7,0.6515,0.61,0.1045,70,404,474,0.17326732673267325
14296,14297,2012-08-23,fall,2012,8,21,0,4,1,1,0.7,0.6515,0.61,0.1343,53,276,329,0.19202898550724637
14297,14298,2012-08-23,fall,2012,8,22,0,4,1,2,0.68,0.6364,0.61,0.1045,21,177,198,0.11864406779661017
14298,14299,2012-08-23,fall,2012,8,23,0,4,1,2,0.66,0.6212,0.69,0.0,24,133,157,0.18045112781954886
14299,14300,2012-08-24,fall,2012,8,0,0,5,1,2,0.66,0.6212,0.69,0.0,27,84,111,0.32142857142857145
14300,14301,2012-08-24,fall,2012,8,1,0,5,1,2,0.64,0.6061,0.73,0.0,5,37,42,0.13513513513513514
14301,14302,2012-08-24,fall,2012,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,1,15,16,0.06666666666666667
14302,14303,2012-08-24,fall,2012,8,3,0,5,1,1,0.64,0.6061,0.73,0.0,2,6,8,0.3333333333333333
14303,14304,2012-08-24,fall,2012,8,4,0,5,1,2,0.64,0.6061,0.73,0.0,2,6,8,0.3333333333333333
14304,14305,2012-08-24,fall,2012,8,5,0,5,1,1,0.64,0.5909,0.78,0.0,1,37,38,0.02702702702702703
14305,14306,2012-08-24,fall,2012,8,6,0,5,1,2,0.62,0.5758,0.83,0.0,9,142,151,0.06338028169014084
14306,14307,2012-08-24,fall,2012,8,7,0,5,1,2,0.64,0.5909,0.78,0.0,13,412,425,0.03155339805825243
14307,14308,2012-08-24,fall,2012,8,8,0,5,1,2,0.66,0.6212,0.74,0.0,41,703,744,0.05832147937411095
14308,14309,2012-08-24,fall,2012,8,9,0,5,1,2,0.72,0.6667,0.58,0.0,58,331,389,0.17522658610271905
14309,14310,2012-08-24,fall,2012,8,10,0,5,1,2,0.76,0.6818,0.48,0.0,78,184,262,0.42391304347826086
14310,14311,2012-08-24,fall,2012,8,11,0,5,1,2,0.76,0.6818,0.48,0.1045,69,212,281,0.32547169811320753
14311,14312,2012-08-24,fall,2012,8,12,0,5,1,2,0.76,0.6818,0.45,0.0896,95,276,371,0.3442028985507246
14312,14313,2012-08-24,fall,2012,8,13,0,5,1,2,0.8,0.7121,0.41,0.1045,79,272,351,0.29044117647058826
14313,14314,2012-08-24,fall,2012,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,109,229,338,0.4759825327510917
14314,14315,2012-08-24,fall,2012,8,15,0,5,1,2,0.76,0.6818,0.48,0.1343,99,251,350,0.3944223107569721
14315,14316,2012-08-24,fall,2012,8,16,0,5,1,2,0.76,0.6818,0.48,0.1343,101,414,515,0.24396135265700483
14316,14317,2012-08-24,fall,2012,8,17,0,5,1,2,0.74,0.6667,0.51,0.2239,117,695,812,0.1683453237410072
14317,14318,2012-08-24,fall,2012,8,18,0,5,1,2,0.72,0.6818,0.62,0.194,109,627,736,0.17384370015948963
14318,14319,2012-08-24,fall,2012,8,19,0,5,1,2,0.72,0.6667,0.58,0.1642,106,430,536,0.24651162790697675
14319,14320,2012-08-24,fall,2012,8,20,0,5,1,2,0.7,0.6515,0.65,0.2239,66,297,363,0.2222222222222222
14320,14321,2012-08-24,fall,2012,8,21,0,5,1,2,0.7,0.6515,0.61,0.1642,58,248,306,0.23387096774193547
14321,14322,2012-08-24,fall,2012,8,22,0,5,1,2,0.7,0.6515,0.61,0.0,42,209,251,0.20095693779904306
14322,14323,2012-08-24,fall,2012,8,23,0,5,1,2,0.68,0.6364,0.69,0.0896,38,140,178,0.2714285714285714
14323,14324,2012-08-25,fall,2012,8,0,0,6,0,2,0.7,0.6515,0.61,0.0,21,114,135,0.18421052631578946
14324,14325,2012-08-25,fall,2012,8,1,0,6,0,2,0.68,0.6364,0.69,0.0,15,100,115,0.15
14325,14326,2012-08-25,fall,2012,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896,18,61,79,0.29508196721311475
14326,14327,2012-08-25,fall,2012,8,3,0,6,0,1,0.66,0.6212,0.69,0.0896,7,31,38,0.22580645161290322
14327,14328,2012-08-25,fall,2012,8,4,0,6,0,2,0.66,0.6212,0.69,0.1045,3,9,12,0.3333333333333333
14328,14329,2012-08-25,fall,2012,8,5,0,6,0,2,0.64,0.6061,0.73,0.1642,4,10,14,0.4
14329,14330,2012-08-25,fall,2012,8,6,0,6,0,2,0.64,0.5909,0.78,0.1642,5,25,30,0.2
14330,14331,2012-08-25,fall,2012,8,7,0,6,0,2,0.64,0.5909,0.78,0.194,14,88,102,0.1590909090909091
14331,14332,2012-08-25,fall,2012,8,8,0,6,0,2,0.66,0.6212,0.74,0.2537,29,133,162,0.21804511278195488
14332,14333,2012-08-25,fall,2012,8,9,0,6,0,2,0.68,0.6364,0.69,0.2836,60,228,288,0.2631578947368421
14333,14334,2012-08-25,fall,2012,8,10,0,6,0,2,0.7,0.6515,0.65,0.2985,148,294,442,0.5034013605442177
14334,14335,2012-08-25,fall,2012,8,11,0,6,0,2,0.72,0.6818,0.62,0.2836,143,314,457,0.4554140127388535
14335,14336,2012-08-25,fall,2012,8,12,0,6,0,3,0.72,0.6667,0.54,0.3881,217,367,584,0.5912806539509536
14336,14337,2012-08-25,fall,2012,8,13,0,6,0,2,0.72,0.6667,0.51,0.3582,186,331,517,0.5619335347432024
14337,14338,2012-08-25,fall,2012,8,14,0,6,0,3,0.66,0.6212,0.65,0.2537,150,332,482,0.45180722891566266
14338,14339,2012-08-25,fall,2012,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,79,154,233,0.512987012987013
14339,14340,2012-08-25,fall,2012,8,16,0,6,0,2,0.66,0.6212,0.74,0.2985,174,260,434,0.6692307692307692
14340,14341,2012-08-25,fall,2012,8,17,0,6,0,2,0.66,0.6212,0.74,0.3284,132,271,403,0.4870848708487085
14341,14342,2012-08-25,fall,2012,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,122,261,383,0.4674329501915709
14342,14343,2012-08-25,fall,2012,8,19,0,6,0,2,0.64,0.5909,0.78,0.2985,97,257,354,0.377431906614786
14343,14344,2012-08-25,fall,2012,8,20,0,6,0,3,0.62,0.5758,0.83,0.2537,65,176,241,0.3693181818181818
14344,14345,2012-08-25,fall,2012,8,21,0,6,0,1,0.62,0.5758,0.83,0.3582,60,148,208,0.40540540540540543
14345,14346,2012-08-25,fall,2012,8,22,0,6,0,1,0.62,0.5758,0.83,0.3582,46,136,182,0.3382352941176471
14346,14347,2012-08-25,fall,2012,8,23,0,6,0,2,0.62,0.5758,0.83,0.2537,34,124,158,0.27419354838709675
14347,14348,2012-08-26,fall,2012,8,0,0,0,0,1,0.64,0.5758,0.89,0.2537,23,111,134,0.2072072072072072
14348,14349,2012-08-26,fall,2012,8,1,0,0,0,1,0.64,0.5758,0.89,0.194,18,116,134,0.15517241379310345
14349,14350,2012-08-26,fall,2012,8,2,0,0,0,2,0.64,0.5758,0.89,0.2239,12,104,116,0.11538461538461539
14350,14351,2012-08-26,fall,2012,8,3,0,0,0,2,0.64,0.5758,0.89,0.2537,11,42,53,0.2619047619047619
14351,14352,2012-08-26,fall,2012,8,4,0,0,0,2,0.64,0.5758,0.89,0.194,5,11,16,0.45454545454545453
14352,14353,2012-08-26,fall,2012,8,5,0,0,0,1,0.64,0.5758,0.89,0.194,3,13,16,0.23076923076923078
14353,14354,2012-08-26,fall,2012,8,6,0,0,0,1,0.62,0.5606,0.88,0.2985,5,16,21,0.3125
14354,14355,2012-08-26,fall,2012,8,7,0,0,0,1,0.64,0.5758,0.89,0.194,11,23,34,0.4782608695652174
14355,14356,2012-08-26,fall,2012,8,8,0,0,0,1,0.68,0.6364,0.79,0.2836,21,112,133,0.1875
14356,14357,2012-08-26,fall,2012,8,9,0,0,0,1,0.68,0.6364,0.79,0.2537,67,196,263,0.34183673469387754
14357,14358,2012-08-26,fall,2012,8,10,0,0,0,1,0.74,0.697,0.66,0.3881,127,258,385,0.49224806201550386
14358,14359,2012-08-26,fall,2012,8,11,0,0,0,1,0.74,0.697,0.66,0.3582,150,332,482,0.45180722891566266
14359,14360,2012-08-26,fall,2012,8,12,0,0,0,3,0.72,0.697,0.74,0.3582,225,401,626,0.5610972568578554
14360,14361,2012-08-26,fall,2012,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,166,375,541,0.44266666666666665
14361,14362,2012-08-26,fall,2012,8,14,0,0,0,1,0.64,0.5758,0.89,0.1045,125,252,377,0.49603174603174605
14362,14363,2012-08-26,fall,2012,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,132,259,391,0.5096525096525096
14363,14364,2012-08-26,fall,2012,8,16,0,0,0,3,0.64,0.5758,0.89,0.2836,57,116,173,0.49137931034482757
14364,14365,2012-08-26,fall,2012,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239,61,172,233,0.3546511627906977
14365,14366,2012-08-26,fall,2012,8,18,0,0,0,2,0.64,0.5758,0.89,0.0896,77,187,264,0.4117647058823529
14366,14367,2012-08-26,fall,2012,8,19,0,0,0,2,0.64,0.5758,0.89,0.1642,80,212,292,0.37735849056603776
14367,14368,2012-08-26,fall,2012,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,40,171,211,0.23391812865497075
14368,14369,2012-08-26,fall,2012,8,21,0,0,0,1,0.64,0.5758,0.83,0.1343,26,140,166,0.18571428571428572
14369,14370,2012-08-26,fall,2012,8,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,94,114,0.2127659574468085
14370,14371,2012-08-26,fall,2012,8,23,0,0,0,1,0.62,0.5758,0.83,0.0896,21,59,80,0.3559322033898305
14371,14372,2012-08-27,fall,2012,8,0,0,1,1,1,0.62,0.5758,0.83,0.0,4,28,32,0.14285714285714285
14372,14373,2012-08-27,fall,2012,8,1,0,1,1,1,0.62,0.5606,0.88,0.0896,3,4,7,0.75
14373,14374,2012-08-27,fall,2012,8,2,0,1,1,1,0.62,0.5606,0.88,0.1343,0,8,8,0.0
14374,14375,2012-08-27,fall,2012,8,3,0,1,1,1,0.62,0.5606,0.88,0.0896,1,3,4,0.3333333333333333
14375,14376,2012-08-27,fall,2012,8,4,0,1,1,1,0.62,0.5758,0.83,0.0,1,11,12,0.09090909090909091
14376,14377,2012-08-27,fall,2012,8,5,0,1,1,1,0.62,0.5606,0.88,0.0,4,32,36,0.125
14377,14378,2012-08-27,fall,2012,8,6,0,1,1,1,0.62,0.5606,0.88,0.0,4,141,145,0.028368794326241134
14378,14379,2012-08-27,fall,2012,8,7,0,1,1,1,0.66,0.6061,0.83,0.0,15,418,433,0.03588516746411483
14379,14380,2012-08-27,fall,2012,8,8,0,1,1,1,0.66,0.6061,0.83,0.0896,29,670,699,0.04328358208955224
14380,14381,2012-08-27,fall,2012,8,9,0,1,1,1,0.66,0.6061,0.83,0.1045,40,302,342,0.13245033112582782
14381,14382,2012-08-27,fall,2012,8,10,0,1,1,1,0.72,0.697,0.74,0.1343,63,143,206,0.4405594405594406
14382,14383,2012-08-27,fall,2012,8,11,0,1,1,1,0.74,0.697,0.66,0.194,47,182,229,0.25824175824175827
14383,14384,2012-08-27,fall,2012,8,12,0,1,1,1,0.76,0.7121,0.62,0.0,69,214,283,0.32242990654205606
14384,14385,2012-08-27,fall,2012,8,13,0,1,1,1,0.76,0.7121,0.57,0.1642,77,211,288,0.36492890995260663
14385,14386,2012-08-27,fall,2012,8,14,0,1,1,1,0.8,0.7424,0.49,0.0896,66,180,246,0.36666666666666664
14386,14387,2012-08-27,fall,2012,8,15,0,1,1,1,0.8,0.7576,0.55,0.2985,77,205,282,0.375609756097561
14387,14388,2012-08-27,fall,2012,8,16,0,1,1,1,0.8,0.7576,0.55,0.2537,77,367,444,0.2098092643051771
14388,14389,2012-08-27,fall,2012,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,101,744,845,0.135752688172043
14389,14390,2012-08-27,fall,2012,8,18,0,1,1,1,0.78,0.7121,0.52,0.2537,83,751,834,0.11051930758988016
14390,14391,2012-08-27,fall,2012,8,19,0,1,1,1,0.74,0.697,0.7,0.2239,74,499,573,0.14829659318637275
14391,14392,2012-08-27,fall,2012,8,20,0,1,1,1,0.74,0.697,0.7,0.194,50,366,416,0.1366120218579235
14392,14393,2012-08-27,fall,2012,8,21,0,1,1,1,0.72,0.697,0.74,0.194,39,239,278,0.16317991631799164
14393,14394,2012-08-27,fall,2012,8,22,0,1,1,1,0.7,0.6667,0.84,0.194,30,131,161,0.22900763358778625
14394,14395,2012-08-27,fall,2012,8,23,0,1,1,1,0.7,0.6667,0.84,0.1642,35,79,114,0.4430379746835443
14395,14396,2012-08-28,fall,2012,8,0,0,2,1,1,0.7,0.6667,0.84,0.2537,9,29,38,0.3103448275862069
14396,14397,2012-08-28,fall,2012,8,1,0,2,1,1,0.68,0.6364,0.89,0.194,4,17,21,0.23529411764705882
14397,14398,2012-08-28,fall,2012,8,2,0,2,1,1,0.68,0.6364,0.83,0.2537,2,13,15,0.15384615384615385
14398,14399,2012-08-28,fall,2012,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,0,4,4,0.0
14399,14400,2012-08-28,fall,2012,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,2,6,8,0.3333333333333333
14400,14401,2012-08-28,fall,2012,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,3,39,42,0.07692307692307693
14401,14402,2012-08-28,fall,2012,8,6,0,2,1,2,0.66,0.5909,0.89,0.1045,3,144,147,0.020833333333333332
14402,14403,2012-08-28,fall,2012,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,14,255,269,0.054901960784313725
14403,14404,2012-08-28,fall,2012,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,25,668,693,0.0374251497005988
14404,14405,2012-08-28,fall,2012,8,9,0,2,1,2,0.7,0.6667,0.79,0.1642,44,351,395,0.12535612535612536
14405,14406,2012-08-28,fall,2012,8,10,0,2,1,1,0.74,0.6818,0.62,0.2537,39,165,204,0.23636363636363636
14406,14407,2012-08-28,fall,2012,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,47,171,218,0.27485380116959063
14407,14408,2012-08-28,fall,2012,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,56,241,297,0.23236514522821577
14408,14409,2012-08-28,fall,2012,8,13,0,2,1,1,0.82,0.7424,0.43,0.2985,56,232,288,0.2413793103448276
14409,14410,2012-08-28,fall,2012,8,14,0,2,1,1,0.84,0.7424,0.38,0.3284,72,179,251,0.4022346368715084
14410,14411,2012-08-28,fall,2012,8,15,0,2,1,1,0.82,0.7273,0.34,0.2985,59,258,317,0.22868217054263565
14411,14412,2012-08-28,fall,2012,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,84,396,480,0.21212121212121213
14412,14413,2012-08-28,fall,2012,8,17,0,2,1,1,0.8,0.697,0.35,0.3881,90,774,864,0.11627906976744186
14413,14414,2012-08-28,fall,2012,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,82,736,818,0.11141304347826086
14414,14415,2012-08-28,fall,2012,8,19,0,2,1,1,0.74,0.6667,0.45,0.1642,82,515,597,0.15922330097087378
14415,14416,2012-08-28,fall,2012,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,87,348,435,0.25
14416,14417,2012-08-28,fall,2012,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,38,276,314,0.13768115942028986
14417,14418,2012-08-28,fall,2012,8,22,0,2,1,1,0.7,0.6515,0.54,0.0,20,196,216,0.10204081632653061
14418,14419,2012-08-28,fall,2012,8,23,0,2,1,1,0.68,0.6364,0.57,0.0,17,92,109,0.18478260869565216
14419,14420,2012-08-29,fall,2012,8,0,0,3,1,1,0.66,0.6212,0.69,0.0,8,39,47,0.20512820512820512
14420,14421,2012-08-29,fall,2012,8,1,0,3,1,1,0.64,0.6061,0.69,0.1343,2,12,14,0.16666666666666666
14421,14422,2012-08-29,fall,2012,8,2,0,3,1,1,0.62,0.5909,0.73,0.1343,2,4,6,0.5
14422,14423,2012-08-29,fall,2012,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,0,9,9,0.0
14423,14424,2012-08-29,fall,2012,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,2,8,10,0.25
14424,14425,2012-08-29,fall,2012,8,5,0,3,1,1,0.6,0.5909,0.73,0.194,3,37,40,0.08108108108108109
14425,14426,2012-08-29,fall,2012,8,6,0,3,1,1,0.6,0.5909,0.73,0.194,6,175,181,0.03428571428571429
14426,14427,2012-08-29,fall,2012,8,7,0,3,1,1,0.64,0.6061,0.65,0.0896,23,531,554,0.04331450094161959
14427,14428,2012-08-29,fall,2012,8,8,0,3,1,1,0.66,0.6212,0.61,0.1642,28,780,808,0.035897435897435895
14428,14429,2012-08-29,fall,2012,8,9,0,3,1,1,0.7,0.6515,0.51,0.194,40,308,348,0.12987012987012986
14429,14430,2012-08-29,fall,2012,8,10,0,3,1,1,0.72,0.6667,0.48,0.1642,34,144,178,0.2361111111111111
14430,14431,2012-08-29,fall,2012,8,11,0,3,1,1,0.72,0.6515,0.45,0.0,67,186,253,0.3602150537634409
14431,14432,2012-08-29,fall,2012,8,12,0,3,1,1,0.76,0.6818,0.4,0.0,79,281,360,0.28113879003558717
14432,14433,2012-08-29,fall,2012,8,13,0,3,1,1,0.74,0.6667,0.42,0.0,68,232,300,0.29310344827586204
14433,14434,2012-08-29,fall,2012,8,14,0,3,1,1,0.76,0.6818,0.4,0.0896,87,214,301,0.40654205607476634
14434,14435,2012-08-29,fall,2012,8,15,0,3,1,1,0.76,0.6818,0.4,0.194,96,242,338,0.39669421487603307
14435,14436,2012-08-29,fall,2012,8,16,0,3,1,1,0.76,0.6667,0.37,0.1343,104,389,493,0.26735218508997427
14436,14437,2012-08-29,fall,2012,8,17,0,3,1,1,0.78,0.6818,0.35,0.2239,108,762,870,0.14173228346456693
14437,14438,2012-08-29,fall,2012,8,18,0,3,1,1,0.74,0.6667,0.42,0.1642,119,693,812,0.1717171717171717
14438,14439,2012-08-29,fall,2012,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,120,523,643,0.2294455066921606
14439,14440,2012-08-29,fall,2012,8,20,0,3,1,1,0.68,0.6364,0.57,0.0,49,378,427,0.12962962962962962
14440,14441,2012-08-29,fall,2012,8,21,0,3,1,1,0.66,0.6212,0.54,0.1045,48,265,313,0.1811320754716981
14441,14442,2012-08-29,fall,2012,8,22,0,3,1,1,0.66,0.6212,0.54,0.0,50,185,235,0.2702702702702703
14442,14443,2012-08-29,fall,2012,8,23,0,3,1,1,0.66,0.6212,0.57,0.0,34,123,157,0.2764227642276423
14443,14444,2012-08-30,fall,2012,8,0,0,4,1,1,0.64,0.6061,0.69,0.0,14,51,65,0.27450980392156865
14444,14445,2012-08-30,fall,2012,8,1,0,4,1,1,0.64,0.6061,0.65,0.0,6,17,23,0.35294117647058826
14445,14446,2012-08-30,fall,2012,8,2,0,4,1,1,0.62,0.5909,0.73,0.0,3,14,17,0.21428571428571427
14446,14447,2012-08-30,fall,2012,8,3,0,4,1,1,0.62,0.5909,0.73,0.0,0,5,5,0.0
14447,14448,2012-08-30,fall,2012,8,4,0,4,1,1,0.62,0.5909,0.73,0.0,4,4,8,1.0
14448,14449,2012-08-30,fall,2012,8,5,0,4,1,1,0.62,0.5909,0.73,0.0,2,33,35,0.06060606060606061
14449,14450,2012-08-30,fall,2012,8,6,0,4,1,1,0.6,0.5606,0.83,0.1642,8,155,163,0.05161290322580645
14450,14451,2012-08-30,fall,2012,8,7,0,4,1,1,0.64,0.6061,0.73,0.0,31,501,532,0.06187624750499002
14451,14452,2012-08-30,fall,2012,8,8,0,4,1,1,0.66,0.6212,0.65,0.0,53,701,754,0.07560627674750357
14452,14453,2012-08-30,fall,2012,8,9,0,4,1,1,0.7,0.6515,0.58,0.0,57,339,396,0.168141592920354
14453,14454,2012-08-30,fall,2012,8,10,0,4,1,1,0.72,0.6667,0.54,0.0,73,161,234,0.453416149068323
14454,14455,2012-08-30,fall,2012,8,11,0,4,1,1,0.76,0.6818,0.4,0.0896,85,191,276,0.44502617801047123
14455,14456,2012-08-30,fall,2012,8,12,0,4,1,1,0.76,0.6818,0.45,0.1343,73,221,294,0.33031674208144796
14456,14457,2012-08-30,fall,2012,8,13,0,4,1,1,0.76,0.6818,0.48,0.1045,76,214,290,0.35514018691588783
14457,14458,2012-08-30,fall,2012,8,14,0,4,1,1,0.76,0.6818,0.48,0.1343,74,199,273,0.37185929648241206
14458,14459,2012-08-30,fall,2012,8,15,0,4,1,1,0.8,0.7273,0.46,0.1642,99,239,338,0.41422594142259417
14459,14460,2012-08-30,fall,2012,8,16,0,4,1,1,0.8,0.7273,0.43,0.1642,77,405,482,0.19012345679012346
14460,14461,2012-08-30,fall,2012,8,17,0,4,1,1,0.82,0.7273,0.34,0.2239,93,751,844,0.12383488681757657
14461,14462,2012-08-30,fall,2012,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343,109,744,853,0.14650537634408603
14462,14463,2012-08-30,fall,2012,8,19,0,4,1,1,0.76,0.6818,0.48,0.1343,78,532,610,0.14661654135338345
14463,14464,2012-08-30,fall,2012,8,20,0,4,1,1,0.74,0.6818,0.58,0.1642,68,403,471,0.1687344913151365
14464,14465,2012-08-30,fall,2012,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,32,275,307,0.11636363636363636
14465,14466,2012-08-30,fall,2012,8,22,0,4,1,1,0.7,0.6515,0.7,0.0,38,253,291,0.15019762845849802
14466,14467,2012-08-30,fall,2012,8,23,0,4,1,1,0.7,0.6667,0.74,0.1045,19,133,152,0.14285714285714285
14467,14468,2012-08-31,fall,2012,8,0,0,5,1,1,0.68,0.6364,0.83,0.1642,13,69,82,0.18840579710144928
14468,14469,2012-08-31,fall,2012,8,1,0,5,1,1,0.68,0.6364,0.83,0.1642,8,24,32,0.3333333333333333
14469,14470,2012-08-31,fall,2012,8,2,0,5,1,1,0.66,0.5909,0.89,0.1343,9,11,20,0.8181818181818182
14470,14471,2012-08-31,fall,2012,8,3,0,5,1,1,0.66,0.5909,0.89,0.1045,3,2,5,1.5
